//@relation anneal-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Normalize-N1.0-L2.0-weka.filters.unsupervised.attribute.Remove-R37

@attribute family {'?',GB,GK,GS,TN,ZA,ZF,ZH,ZM,ZS}
@attribute product-type {C,H,G}
@attribute steel {'?',R,A,U,K,M,S,W,V}
@attribute carbon numeric
@attribute hardness numeric
@attribute temper_rolling {'?',T}
@attribute condition {'?',S,A,X}
@attribute formability {'?',1,2,3,4,5}
@attribute strength numeric
@attribute non-ageing {'?',N}
@attribute surface-finish {'?',P,M}
@attribute surface-quality {'?',D,E,F,G}
@attribute enamelability {'?',1,2,3,4,5}
@attribute bc {'?',Y}
@attribute bf {'?',Y}
@attribute bt {'?',Y}
@attribute bw/me {'?',B,M}
@attribute bl {'?',Y}
@attribute m {'?',Y}
@attribute chrom {'?',C}
@attribute phos {'?',P}
@attribute cbond {'?',Y}
@attribute marvi {'?',Y}
@attribute exptl {'?',Y}
@attribute ferro {'?',Y}
@attribute corr {'?',Y}
@attribute blue/bright/varn/clean {'?',B,R,V,C}
@attribute lustre {'?',Y}
@attribute jurofm {'?',Y}
@attribute s {'?',Y}
@attribute p {'?',Y}
@attribute shape {COIL,SHEET}
@attribute thick numeric
@attribute width numeric
@attribute len numeric
@attribute oil {'?',Y,N}
@attribute packing {'?',1,2,3}
@attribute class {1,2,3,4,5,U}

@data
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001023,0.624945,0.780668,'?','?',3
'?',C,A,0,0.046054,'?',S,'?',0,'?','?',D,'?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000716,0.624282,0.77984,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?',Y,'?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000317,0.257416,0.966301,'?','?',3
ZS,C,A,0,0,'?',S,5,0,N,'?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000244,0.124035,0.992278,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000988,0.9259,0.377767,'?','?',2
'?',C,R,0,0,'?',A,3,0,'?','?',G,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',COIL,0.006896,0.999976,0,'?','?',3
'?',C,A,0,0.00915,'?',S,'?',0,'?','?',D,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000061,0.12403,0.992236,'?','?',3
'?',C,'?',0,0,'?',A,2,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000138,0.261108,0.96531,'?','?',3
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?',C,'?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001172,0.89384,0.448385,'?','?',5
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001146,0.999999,0,N,'?',3
ZS,C,A,0,0,'?',S,5,0,N,'?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001312,0.999999,0,'?','?',3
ZS,C,A,0,0,'?',S,3,0,N,'?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.039918,0.999203,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,Y,'?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000285,0.144719,0.989473,'?','?',3
ZS,C,A,0,0,'?',S,3,0,N,'?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.013332,0.999911,0,'?','?',3
'?',C,V,0,0,'?',S,2,0,'?','?','?',2,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.002059,0.193143,0.981168,'?','?',2
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000475,0.144743,0.989469,'?','?',2
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?',B,'?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',SHEET,0.000523,0.199225,0.979954,'?','?',5
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.026657,0.999645,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001148,0.999999,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000325,0.124035,0.992278,'?','?',2
'?',C,A,0,0.048724,'?',S,'?',0,'?','?',D,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000325,0.56293,0.825067,'?','?',3
'?',C,M,0,0,'?','?','?',0.258122,'?','?',G,'?','?','?',Y,M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001032,0.966112,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?','?','?',B,Y,'?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000166,0.144743,0.989469,'?','?',3
'?',C,'?',0,0,'?',S,1,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000353,0.441458,0.897282,'?','?',3
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?','?',P,'?','?','?','?','?','?','?','?','?','?',SHEET,0.001112,0.848154,0.529749,'?','?',5
'?',C,W,0,0,'?','?','?',0.453049,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002338,0.891483,0,'?','?',3
'?',C,R,0,0,'?',S,3,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001323,0.685725,0.72786,'?','?',2
'?',C,A,0.004918,0,T,'?','?',0,'?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00082,0.999988,0,'?','?',1
ZS,C,A,0,0.034134,T,'?','?',0,'?','?',E,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000308,0.853358,0.520207,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001154,0.999999,0,'?','?',3
'?',C,W,0,0,'?','?','?',0.453047,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.003654,0.891479,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.010386,0.999946,0,'?','?',3
'?',C,'?',0,0,'?',S,1,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000716,0.624945,0.780669,Y,'?',3
TN,C,A,0,0,'?',S,3,0,N,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002623,0.999997,0,'?','?',5
'?',C,A,0,0.00915,'?',S,'?',0,'?','?',D,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000142,0.12403,0.992236,N,'?',3
'?',C,R,0,0,'?',S,3,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.039968,0.999201,0,'?','?',2
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.0035,0.999994,0,'?','?',3
'?',C,A,0,0.114006,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000977,0.99348,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.00065,0.563673,0.825998,'?','?',3
'?',C,A,0,0.084694,T,'?','?',0,'?','?',G,'?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.003986,0.996399,0,'?','?',U
'?',C,A,0.15796,0,T,'?','?',0,'?','?',G,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.019745,0.987248,0,'?','?',3
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',COIL,0.039918,0.999203,0,'?','?',5
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002424,0.999997,0,'?','?',3
'?',C,S,0.045879,0,'?','?','?',0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001049,0.865142,0.499423,'?','?',3
'?',C,'?',0,0,'?',A,2,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000061,0.124035,0.992278,Y,'?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000516,0.974973,0.222323,'?','?',3
ZS,C,A,0,0.070113,T,'?','?',0,'?','?',E,'?','?','?',Y,'?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.00099,0.989835,0.123729,'?','?',U
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?',Y,'?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00053,1,0,'?','?',3
'?',C,V,0,0,'?',S,2,0,'?','?','?',2,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000163,0.124035,0.992278,'?','?',2
TN,C,'?',0,0,'?',A,1,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',SHEET,0.001852,0.705889,0.70832,'?','?',5
'?',C,R,0,0,'?',S,3,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000122,0.123835,0.992303,'?','?',3
'?',C,'?',0,0,'?',A,2,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00053,1,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000901,0.193144,0.98117,'?','?',3
'?',C,M,0,0,'?','?','?',0.34928,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000524,0.61124,0.710203,'?','?',2
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000531,0.862718,0.505685,'?','?',2
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.005247,0.999986,0,'?','?',3
'?',C,R,0,0,'?',S,3,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000985,1,0,'?',3,3
'?',C,'?',0,0,'?',A,2,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001148,0.999999,0,'?','?',3
'?',C,A,0,0.408318,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.015377,0.91271,0,'?','?',U
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.00164,0.624944,0.780668,'?','?',3
'?',C,R,0,0,'?',S,3,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000325,0.124035,0.992278,'?','?',2
'?',C,A,0,0.073582,'?',S,'?',0,'?','?',D,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001962,0.997287,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000459,0.866338,0.499457,'?','?',3
'?',C,'?',0,0,'?','?','?',0.455914,'?',P,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001459,0.556215,0.694813,'?','?',2
'?',C,A,0,0.069503,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002617,0.997578,0,Y,'?',U
'?',C,M,0,0,'?','?','?',0.482227,'?','?',G,'?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001286,0.876045,0,'?','?',2
'?',C,K,0.049937,0,'?','?','?',0,'?','?','?','?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002552,0.998749,0,'?','?',3
'?',C,M,0,0,'?','?','?',0.482227,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001045,0.876046,0,'?','?',2
'?',C,A,0,0.01498,'?',S,'?',0,'?','?',D,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000399,0.049932,0.99864,'?','?',3
'?',C,'?',0,0,'?',S,1,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000656,1,0,'?','?',3
'?',C,S,0.014232,0,'?','?','?',0,'?','?','?','?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000508,0.124022,0.992177,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000059,0.261108,0.96531,Y,'?',3
'?',C,'?',0,0,'?',A,2,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000633,0.261108,0.965309,'?','?',3
'?',C,M,0,0,'?','?','?',0.989939,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.004525,0.14142,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',COIL,0.000574,1,0,'?','?',3
'?',C,A,0,0.02985,'?',S,'?',0,'?','?',D,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000464,0.862333,0.50546,'?','?',3
'?',C,K,0.105957,0,'?','?','?',0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.00163,0.994369,0,'?','?',3
'?',C,A,0,0.058229,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000417,0.998303,0,'?','?',3
'?',C,A,0,0.037852,T,'?','?',0,'?','?',G,'?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000454,0.999283,0,'?','?',3
'?',C,V,0,0,'?',S,2,0,'?','?','?',2,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001049,0.866054,0.499949,'?','?',2
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000122,0.105958,0.994371,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000138,0.261127,0.965305,'?','?',3
'?',C,A,0,0.052956,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.000454,0.998597,0,'?','?',3
'?',C,K,0.060997,0,'?','?','?',0,'?','?','?','?','?','?',Y,M,'?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.00244,0.998135,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000932,1,0,'?','?',3
ZS,C,A,0,0.081693,T,'?','?',0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000654,0.996657,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,Y,'?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.001111,0.238052,0.971252,'?','?',3
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?',C,'?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001113,0.848466,0.529248,'?','?',5
'?',C,R,0,0,'?',S,3,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000615,0.624945,0.780669,'?','?',3
'?',C,R,0,0,'?',S,3,0,'?','?','?','?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.00082,0.624945,0.780669,'?','?',2
ZS,C,R,0,0,'?','?','?',0.31152,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?',COIL,0.000831,0.950239,0,'?','?',1
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',COIL,0.001311,0.999999,0,'?','?',5
ZS,C,A,0,0.928419,T,'?','?',0,'?','?',E,'?','?',Y,'?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',COIL,0.011141,0.371368,0,'?','?',3
'?',C,W,0,0,'?','?','?',0.204303,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000527,0.840277,0.502189,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000717,0.624882,0.780719,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.005738,0.999984,0,'?','?',3
'?',C,A,0.157867,0,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.039467,0.986671,0,'?','?',3
ZS,C,R,0,0,'?',S,3,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000325,0.124035,0.992278,'?','?',3
'?',C,'?',0,0,'?',S,1,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000307,0.624945,0.780669,Y,'?',3
'?',C,'?',0,0,'?',S,1,0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.039918,0.999203,0,'?','?',3
'?',C,A,0,0,'?',S,3,0,N,'?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000203,0.124035,0.992278,'?','?',3
'?',C,K,0.072034,0,'?','?','?',0,'?','?','?','?','?','?',Y,M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.003546,0.997396,0,'?','?',3
'?',C,M,0,0,'?','?','?',0.19233,'?','?',G,'?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000288,0.195536,0.961652,'?','?',2
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000139,0.257416,0.966301,'?','?',3
'?',C,R,0.00122,0,T,'?','?',0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000203,0.124035,0.992277,'?','?',3
'?',C,R,0,0,'?',S,3,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.002059,0.193143,0.981168,'?','?',2
'?',C,K,0.060997,0,'?','?','?',0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.001109,0.998137,0,'?','?',3
'?',C,A,0,0.035795,'?',S,'?',0,'?','?',D,'?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000318,0.970449,0.238635,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.002124,0.862716,0.505684,'?','?',3
'?',C,'?',0,0,'?',S,1,0,'?','?',G,'?','?','?','?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000061,0.12103,0.992649,'?','?',3
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',COIL,0.001968,0.999998,0,'?','?',5
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000459,0.866071,0.499921,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.031984,0.999488,0,'?','?',2
ZS,C,A,0,0,'?',S,5,0,N,'?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.00082,0.853855,0.52051,'?','?',3
'?',C,A,0,0.05279,T,'?','?',0,N,'?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.001672,0.998604,0,'?','?',3
TN,C,'?',0,0,'?',A,1,0,'?','?','?','?','?','?','?','?','?','?','?',P,'?','?','?','?','?','?','?','?','?','?',COIL,0.001311,0.999999,0,'?','?',5
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000901,0.193144,0.98117,'?','?',3
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?',C,'?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000984,0.999998,0.00164,'?','?',5
'?',C,R,0,0,'?',S,2,0,'?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000163,0.124035,0.992278,'?','?',2
TN,C,'?',0,0,'?',A,1,0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',SHEET,0.001639,0.624944,0.780668,'?','?',5
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',SHEET,0.001639,0.624944,0.780668,'?','?',5
'?',C,A,0,0.073571,'?',S,'?',0,'?','?',D,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000654,0.99729,0,N,'?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?',Y,'?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000326,0.124035,0.992278,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000557,0.522464,0.852661,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?','?','?',B,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000142,0.124035,0.992278,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000122,0.124035,0.992278,'?','?',3
'?',C,K,0.105957,0,'?','?','?',0,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.00163,0.994369,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000123,0.06138,0.998114,'?','?',3
'?',C,'?',0,0,'?','?','?',0.592314,'?',P,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',B,'?','?','?','?',SHEET,0.002369,0.722505,0.356573,'?','?',2
'?',C,A,0,0,'?',S,3,0,N,'?',F,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000203,0.124035,0.992278,'?','?',3
'?',C,A,0.00354,0,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000442,0.999994,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000142,0.124015,0.99228,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',F,'?','?',Y,'?',B,Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.001146,0.999999,0,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000061,0.124035,0.992278,Y,'?',3
'?',C,S,0.014051,0,'?','?','?',0,'?','?','?','?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',SHEET,0.000401,0.200727,0.979546,'?','?',3
'?',C,A,0,0,'?',S,2,0,'?','?',G,'?','?','?',Y,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.000492,1,0,'?','?',3
'?',C,A,0,0.138009,T,'?','?',0,'?','?',G,'?','?','?','?',M,'?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.005197,0.990417,0,'?','?',U
'?',C,A,0,0,'?','?','?',0.633927,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',COIL,0.002029,0.773391,0,'?','?',3
'?',C,R,0,0,'?',S,2,0,'?','?',E,'?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000069,0.280795,0.959768,'?','?',3
'?',C,A,0,0,'?',S,3,0,N,'?',E,'?','?','?','?',B,Y,'?','?','?',Y,'?','?','?','?','?','?','?','?','?',SHEET,0.000975,0.522464,0.852661,'?','?',3
TN,C,A,0,0,'?','?',3,0,N,'?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?','?','?','?',SHEET,0.001641,0.625444,0.780267,'?','?',5
'?',C,A,0,0.097904,T,'?','?',0,'?','?',G,'?','?','?','?','?','?','?','?','?','?','?','?','?','?','?',Y,'?','?','?',COIL,0.001304,0.995195,0,'?','?',3
